id,lat,lon,operator,amenity,atm,tourism
63009,39.95197,-75.17184,United States Postal Service,post_box,,
63010,39.94755,-75.18009,,bench,,
63011,39.951374,-75.17839,,bicycle_parking,,
63012,39.953384,-75.17674,,bicycle_parking,,
63013,39.954037,-75.1761,,bicycle_parking,,
63014,39.953564,-75.1722,,bench,,
63015,39.95268,-75.17777,Bicycle Transit Systems,bicycle_rental,,
63016,39.953773,-75.17229,,bench,,
63017,39.947647,-75.179535,,bench,,
63018,39.947666,-75.179504,,bench,,
63019,39.952778,-75.17701,,bicycle_parking,,
63020,39.95409,-75.1765,,waste_basket,,
63021,39.953648,-75.17291,,bicycle_parking,,
63022,39.95369,-75.17231,,bench,,
63023,39.94433,-75.18123,Bicycle Transit Systems,bicycle_rental,,
63024,39.954033,-75.176056,,bicycle_parking,,
63025,39.951748,-75.17188,,waste_basket,,
63026,39.947544,-75.18007,,bench,,
63027,39.954063,-75.17633,,bicycle_parking,,
63028,39.953495,-75.17173,United States Postal Service,post_box,,
63029,39.94177,-75.17972,,bicycle_parking,,
63030,39.953552,-75.17694,,bench,,
63031,39.954025,-75.17602,,bicycle_parking,,
63032,39.95393,-75.17522,,waste_basket,,
63033,39.95371,-75.172264,,bench,,
63034,39.953568,-75.177025,,bench,,
63035,39.95358,-75.17708,,bench,,
63036,39.950344,-75.17263,,waste_basket,,
63037,39.950314,-75.17271,,waste_basket,,
63038,39.95048,-75.173676,,waste_basket,,
63039,39.974205,-75.17949,,animal_boarding,,
63042,39.962208,-75.14132,,cafe,,
63043,39.97581,-75.18666,,bicycle_parking,,
63044,39.94086,-75.1794,,bench,,
63045,39.94096,-75.17939,,bench,,
63046,39.94076,-75.17941,,public_bookcase,,
63047,39.941174,-75.18184,,parking_space,,
63048,39.94121,-75.18183,,parking_space,,
63049,39.941235,-75.18182,,parking_space,,
63050,39.941254,-75.181816,,parking_space,,
63051,39.94115,-75.18171,,parking_space,,
63052,39.941177,-75.1817,,parking_space,,
63053,39.9412,-75.181694,,parking_space,,
63054,39.941227,-75.181694,,parking_space,,
63055,39.94125,-75.18169,,parking_space,,
63056,39.941273,-75.18169,,parking_space,,
63057,39.941338,-75.18166,,parking_space,,
63058,39.94136,-75.18166,,parking_space,,
